Time,Indicator,Employment_Status,Indicator_Status,Location,Amount,Unemployment_Rate
2020,SNAP Recipient Workers,,,"Wicomico County, Maryland",7582,
2017,SNAP Recipient Workers by Percentage,,,"Wicomico County, Maryland",0.03164,3.164
2018,SNAP Recipient Workers by Percentage,,,"Wicomico County, Maryland",0.032413,3.2413
2019,SNAP Recipient Workers by Percentage,,,"Wicomico County, Maryland",0.031923,3.1923
2020,SNAP Recipient Workers by Percentage,,,"Wicomico County, Maryland",0.032935,3.2935
2015,Employment Status By Disability Status,Labor Force,Disabled,"Wicomico County, Maryland",2432,
2016,Employment Status By Disability Status,Labor Force,Disabled,"Wicomico County, Maryland",2143,
2017,Employment Status By Disability Status,Labor Force,Disabled,"Wicomico County, Maryland",2360,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Wicomico County, Maryland",2537,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Wicomico County, Maryland",2599,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Wicomico County, Maryland",46563,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Wicomico County, Maryland",47134,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Wicomico County, Maryland",47216,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Wicomico County, Maryland",46497,
2019,Employment Status By Disability Status,Labor Force,Non Disabled,"Wicomico County, Maryland",45940,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5340,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5689,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5507,
2018,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5180,
2019,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5351,
2015,Median Household Income,,,"Wicomico County, Maryland",52278,
2019,Median Household Income,,,"Wicomico County, Maryland",56956,
2015,Total Population,,,"Wicomico County, Maryland",101182,
2017,Median Household Income,,,"Wicomico County, Maryland",54493,
2016,Median Household Income,,,"Wicomico County, Maryland",53508,
2018,Median Household Income,,,"Wicomico County, Maryland",56608,
2016,Total Population,,,"Wicomico County, Maryland",101527,
2018,Total Population,,,"Wicomico County, Maryland",102172,
2017,Total Population,,,"Wicomico County, Maryland",102014,
2016,Unemployment By Gender,,Male,"Wicomico County, Maryland",7.2,0.072
2015,Unemployment By Gender,,Male,"Wicomico County, Maryland",8.7,0.087
2019,Total Population,,,"Wicomico County, Maryland",102539,
2017,Unemployment By Gender,,Male,"Wicomico County, Maryland",6.7,0.067
2018,Unemployment By Gender,,Male,"Wicomico County, Maryland",6.7,0.067
2019,Unemployment By Gender,,Male,"Wicomico County, Maryland",7.1,0.071
2015,Unemployment By Race,,Hispanic,"Wicomico County, Maryland",6.7,0.067
2018,Employment Status By Disability Status,Unemployed,Disabled,"Wicomico County, Maryland",446,
2019,Employment Status By Disability Status,Unemployed,Disabled,"Wicomico County, Maryland",365,
2015,Employment Status By Disability Status,Unemployed,Disabled,"Wicomico County, Maryland",477,
2016,Unemployment By Race,,Hispanic,"Wicomico County, Maryland",8.3,0.083
2017,Unemployment By Race,,Hispanic,"Wicomico County, Maryland",11.2,0.112
2018,Unemployment By Race,,Hispanic,"Wicomico County, Maryland",10.7,0.107
2016,Employment Status By Disability Status,Unemployed,Disabled,"Wicomico County, Maryland",300,
2019,Unemployment By Race,,Hispanic,"Wicomico County, Maryland",7.7,0.077
2015,Unemployment By Gender,,Female,"Wicomico County, Maryland",7.7,0.077
2016,Unemployment By Gender,,Female,"Wicomico County, Maryland",7.4,0.074
2017,Employment Status By Disability Status,Unemployed,Disabled,"Wicomico County, Maryland",370,
2018,Unemployment By Gender,,Female,"Wicomico County, Maryland",7.6,0.076
2017,Unemployment By Gender,,Female,"Wicomico County, Maryland",7.7,0.077
2019,Unemployment By Gender,,Female,"Wicomico County, Maryland",7.2,0.072
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Wicomico County, Maryland",3490,
2018,Employment Status By Disability Status,Unemployed,Non Disabled,"Wicomico County, Maryland",3428,
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Wicomico County, Maryland",3779,
2019,Employment Status By Disability Status,Unemployed,Non Disabled,"Wicomico County, Maryland",3500,
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Wicomico County, Maryland",3475,
2015,Employment Status By Disability Status,Employed,Non Disabled,"Wicomico County, Maryland",42784,
2016,Employment Status By Disability Status,Employed,Non Disabled,"Wicomico County, Maryland",43644,
2017,Employment Status By Disability Status,Employed,Non Disabled,"Wicomico County, Maryland",43741,
2018,Employment Status By Disability Status,Employed,Non Disabled,"Wicomico County, Maryland",43069,
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Wicomico County, Maryland",12227,
2019,Employment Status By Disability Status,Employed,Non Disabled,"Wicomico County, Maryland",42440,
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Wicomico County, Maryland",12086,
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Wicomico County, Maryland",12232,
2018,Employment Status By Education,Employed,Bachelor's or Higher,"Wicomico County, Maryland",11562,
2019,Employment Status By Education,Employed,Bachelor's or Higher,"Wicomico County, Maryland",11998,
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Wicomico County, Maryland",413,
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Wicomico County, Maryland",337,
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Wicomico County, Maryland",372,
2018,Employment Status By Education,Unemployed,Bachelor's or Higher,"Wicomico County, Maryland",335,
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Wicomico County, Maryland",1586,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Wicomico County, Maryland",1702,
2019,Employment Status By Education,Unemployed,Bachelor's or Higher,"Wicomico County, Maryland",274,
2018,Employment Status By Education,NIL,Bachelor's or Higher,"Wicomico County, Maryland",1417,
2015,Employment Status By Education,Employed,Highschool,"Wicomico County, Maryland",10590,
2016,Employment Status By Education,Employed,Highschool,"Wicomico County, Maryland",10813,
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Wicomico County, Maryland",1499,
2019,Employment Status By Education,NIL,Bachelor's or Higher,"Wicomico County, Maryland",1410,
2017,Employment Status By Education,Employed,Highschool,"Wicomico County, Maryland",10633,
2018,Employment Status By Education,Employed,Highschool,"Wicomico County, Maryland",10359,
2019,Employment Status By Education,Employed,Highschool,"Wicomico County, Maryland",10117,
2015,Employment Status By Education,Unemployed,Highschool,"Wicomico County, Maryland",980,
2016,Employment Status By Education,Unemployed,Highschool,"Wicomico County, Maryland",1019,
2017,Employment Status By Education,Unemployed,Highschool,"Wicomico County, Maryland",973,
2018,Employment Status By Education,Unemployed,Highschool,"Wicomico County, Maryland",940,
2015,Employment Status By Education,NIL,Highschool,"Wicomico County, Maryland",3435,
2019,Employment Status By Education,Unemployed,Highschool,"Wicomico County, Maryland",940,
2016,Employment Status By Education,NIL,Highschool,"Wicomico County, Maryland",3824,
2018,Employment Status By Education,NIL,Highschool,"Wicomico County, Maryland",3642,
2017,Employment Status By Education,NIL,Highschool,"Wicomico County, Maryland",3712,
2019,Employment Status By Education,NIL,Highschool,"Wicomico County, Maryland",3666,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Wicomico County, Maryland",3787,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Wicomico County, Maryland",4573,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Wicomico County, Maryland",4451,
2018,Employment Status By Poverty Status,Employed,Below Poverty,"Wicomico County, Maryland",4179,
2019,Employment Status By Poverty Status,Employed,Below Poverty,"Wicomico County, Maryland",4183,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Wicomico County, Maryland",1553,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Wicomico County, Maryland",1116,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Wicomico County, Maryland",1056,
2018,Employment Status By Poverty Status,Unemployed,Below Poverty,"Wicomico County, Maryland",1001,
2019,Employment Status By Poverty Status,Unemployed,Below Poverty,"Wicomico County, Maryland",1168,
2015,Employment Status By Disability Status,Employed,Disabled,"Wicomico County, Maryland",1955,
2017,Employment Status By Disability Status,Employed,Disabled,"Wicomico County, Maryland",1990,
2016,Employment Status By Disability Status,Employed,Disabled,"Wicomico County, Maryland",1843,
2016,Employment Status By Education,Employed,Some College,"Wicomico County, Maryland",11187,
2018,Employment Status By Disability Status,Employed,Disabled,"Wicomico County, Maryland",2091,
2019,Employment Status By Disability Status,Employed,Disabled,"Wicomico County, Maryland",2234,
2015,Employment Status By Education,Employed,Less than Highschool,"Wicomico County, Maryland",2749,
2017,Employment Status By Education,Employed,Less than Highschool,"Wicomico County, Maryland",2835,
2018,Employment Status By Education,Employed,Less than Highschool,"Wicomico County, Maryland",2888,
2016,Employment Status By Education,Employed,Less than Highschool,"Wicomico County, Maryland",2746,
2015,Employment Status By Education,NIL,Some College,"Wicomico County, Maryland",2847,
2019,Employment Status By Education,Employed,Less than Highschool,"Wicomico County, Maryland",3174,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Wicomico County, Maryland",566,
2016,Employment Status By Education,NIL,Some College,"Wicomico County, Maryland",2483,
2017,Employment Status By Education,NIL,Some College,"Wicomico County, Maryland",2445,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Wicomico County, Maryland",366,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Wicomico County, Maryland",441,
2018,Employment Status By Education,Unemployed,Less than Highschool,"Wicomico County, Maryland",556,
2019,Employment Status By Education,Unemployed,Less than Highschool,"Wicomico County, Maryland",466,
2015,Employment Status By Education,NIL,Less than Highschool,"Wicomico County, Maryland",1645,
2016,Employment Status By Education,NIL,Less than Highschool,"Wicomico County, Maryland",1540,
2017,Employment Status By Education,NIL,Less than Highschool,"Wicomico County, Maryland",1709,
2018,Employment Status By Education,NIL,Less than Highschool,"Wicomico County, Maryland",1772,
2017,Unemployment By Race,,Asian,"Wicomico County, Maryland",10.3,0.103
2019,Employment Status By Education,NIL,Less than Highschool,"Wicomico County, Maryland",2093,
2015,Unemployment By Veteran Status,,Non Veteran,"Wicomico County, Maryland",8.6,0.086
2018,Unemployment By Race,,Asian,"Wicomico County, Maryland",11.4,0.114
2016,Unemployment By Veteran Status,,Non Veteran,"Wicomico County, Maryland",7.8,0.078
2015,Unemployment By Race,,White,"Wicomico County, Maryland",7.4,0.074
2017,Unemployment By Veteran Status,,Non Veteran,"Wicomico County, Maryland",7.9,0.079
2018,Unemployment By Veteran Status,,Non Veteran,"Wicomico County, Maryland",8.1,0.081
2015,Unemployment By Veteran Status,,Veteran,"Wicomico County, Maryland",9.3,0.093
2019,Unemployment By Veteran Status,,Non Veteran,"Wicomico County, Maryland",8.2,0.082
2016,Unemployment By Veteran Status,,Veteran,"Wicomico County, Maryland",5.8,0.058
2015,Unemployment By Race,,Black,"Wicomico County, Maryland",12.3,0.123
2016,Unemployment By Race,,Black,"Wicomico County, Maryland",9,0.09
2017,Unemployment By Veteran Status,,Veteran,"Wicomico County, Maryland",4.8,0.048
2019,Unemployment By Veteran Status,,Veteran,"Wicomico County, Maryland",3.5,0.035
2018,Unemployment By Veteran Status,,Veteran,"Wicomico County, Maryland",4.5,0.045
2015,Employment Status By Education,Employed,Some College,"Wicomico County, Maryland",10902,
2017,Employment Status By Education,Employed,Some College,"Wicomico County, Maryland",11142,
2018,Employment Status By Education,Employed,Some College,"Wicomico County, Maryland",11657,
2019,Employment Status By Education,Employed,Some College,"Wicomico County, Maryland",10902,
2015,Employment Status By Education,Unemployed,Some College,"Wicomico County, Maryland",883,
2016,Employment Status By Education,Unemployed,Some College,"Wicomico County, Maryland",848,
2017,Employment Status By Education,Unemployed,Some College,"Wicomico County, Maryland",915,
2018,Employment Status By Education,Unemployed,Some College,"Wicomico County, Maryland",744,
2018,Employment Status By Education,NIL,Some College,"Wicomico County, Maryland",2722,
